"FACT_ID","RESTAURANT_ID","LOCATION_ID","CUISINE_ID","TYPE_ID","ONLINE_ORDER","BOOK_TABLE","RATING","VOTES","APPROX_COST"
18843,56270,628,4178,205,true,false,\\N,0,400
18844,43971,551,6215,205,false,false,3.8,368,600
18845,11935,466,2815,269,true,false,3.6,13,250
18846,54558,551,6030,355,false,false,4.1,83,200
18847,53912,551,5564,205,true,false,2.6,42,400
18848,57168,628,5148,167,true,false,\\N,0,700
18849,41629,603,5575,269,true,false,3.8,24,200
18850,19879,466,2953,205,true,false,4.0,600,800
18851,38487,551,3483,208,true,false,3.7,25,300
18852,53024,628,3191,269,true,false,3.2,61,250
18853,43187,466,2783,128,true,false,3.7,35,300
18854,951,628,6865,269,true,false,\\N,0,250
18855,10905,551,11267,178,false,false,\\N,0,750
18856,4531,628,2051,343,true,false,3.8,106,200
18857,14416,551,3853,166,true,false,2.9,19,500
18858,47373,466,6031,355,true,false,3.8,138,500
18859,11936,551,11455,165,true,false,3.5,356,500
18860,19281,551,5568,178,false,false,\\N,0,400
18861,52197,551,5564,165,false,false,\\N,0,400
18862,1948,551,6864,165,false,false,\\N,0,400
18863,21476,551,4310,269,false,false,\\N,0,300
18864,48919,551,2433,269,false,false,\\N,0,250
18865,952,551,7008,205,false,false,3.5,10,600
18866,55520,551,6865,269,false,false,3.1,9,300
18867,23144,551,114,128,false,false,\\N,0,700
18868,40864,551,6864,269,false,false,\\N,0,400
18869,53025,551,5564,165,false,false,\\N,0,150
18870,13602,395,6029,165,true,false,3.6,151,450
18871,16038,628,6127,165,true,false,4.0,353,500
18872,46384,628,4182,355,false,false,3.8,28,350
18873,44951,628,3570,159,false,false,3.3,4,200
18874,10903,178,3979,165,true,false,3.8,22,300
18875,45600,628,6864,269,true,false,3.2,4,300
18876,14414,466,5596,355,true,false,\\N,0,300
18877,7766,628,6689,307,false,false,4.2,267,400
18878,36060,628,5564,165,false,false,3.4,7,400
18879,47375,628,5161,205,false,false,\\N,0,600
18880,50392,628,6248,127,false,false,3.6,10,300
18881,11937,628,6248,127,false,false,\\N,0,300
18882,16040,628,5189,269,false,false,3.5,132,300
18883,17632,628,5958,205,false,false,\\N,0,600
18884,53026,551,5568,205,true,false,2.8,23,800
18885,17634,466,5564,165,true,false,\\N,0,500
18886,11933,466,4184,10,true,false,3.7,39,500
18887,11938,551,11403,271,true,false,4.4,632,500
18888,33646,551,3880,339,true,false,3.8,35,650
18889,19277,551,4244,11,true,false,3.6,11,300
18890,13604,551,2141,230,false,false,3.7,36,400
18891,35179,551,3483,349,true,false,3.7,25,300
18892,21475,551,2141,313,false,false,\\N,0,400
18893,39231,551,6248,230,true,false,3.3,8,250
18894,34496,628,2141,230,true,false,3.7,16,400
18895,24188,628,5740,248,true,false,3.6,13,400
18896,54559,628,5160,248,false,false,3.6,23,300
18897,25633,628,6248,230,false,false,\\N,0,300
18898,24189,551,6398,231,false,true,3.9,284,1500
18899,33647,551,629,231,true,false,4.0,894,750
18900,16677,551,3980,231,false,false,4.0,213,400
18901,43973,551,5739,179,false,true,3.6,255,1500
18902,58716,551,5147,231,true,false,4.1,268,800
18903,16697,551,2463,231,true,false,\\N,0,700
18904,16041,551,6210,241,false,false,3.0,88,500
18905,15081,551,4255,234,false,false,\\N,0,300
18906,34493,551,2182,138,true,false,3.9,61,250
18907,23141,551,6216,125,false,false,3.9,25,400
18908,24190,551,6211,231,false,false,3.5,95,700
18909,40863,551,6865,231,true,false,3.0,12,500
18910,49752,551,3947,125,false,false,3.7,47,500
18911,49751,551,4851,231,false,false,2.1,337,450
18912,45602,551,6217,231,false,false,2.9,17,400
18913,52198,551,2815,234,false,false,\\N,0,200
18914,53027,551,5441,231,true,false,3.9,370,550
18915,57907,551,3981,164,true,false,4.2,166,450
18916,56267,551,5564,164,true,false,\\N,0,200
18917,23145,551,4852,260,true,false,3.9,75,500
18918,53913,551,4182,164,true,false,\\N,0,250
18919,11934,551,6888,337,false,false,3.1,8,150
18920,36064,551,4241,337,false,false,2.8,11,1000
18921,4548,551,6214,164,true,false,3.6,15,400
18922,19283,551,2954,164,true,false,3.8,112,700
18923,16696,551,6888,164,false,false,3.6,18,100
18924,4549,551,5564,164,true,false,\\N,0,400
18925,45603,551,6865,164,false,false,\\N,0,500
18926,21477,551,6247,164,true,false,3.3,12,300
18927,8664,551,5568,164,false,false,\\N,0,250
18928,51234,551,2147,164,true,false,\\N,0,300
18929,54574,551,2815,164,false,false,3.6,25,250
18930,44952,551,6865,164,false,false,3.1,9,300
18931,6266,551,2148,164,false,false,\\N,0,400
18932,4550,551,3477,314,false,false,3.2,6,400
18933,40865,551,2555,164,true,false,\\N,0,350
18934,36855,628,11268,212,true,true,4.9,16345,1600
18935,3747,628,3982,183,false,true,4.3,1585,1500
18936,9417,628,4889,231,false,false,3.9,1225,1100
18937,36061,628,11231,231,true,true,4.5,125,700
18938,23142,628,3579,346,true,true,4.1,322,1200
18939,45609,628,2373,231,true,false,4.1,248,800
18940,15079,603,5338,231,false,false,3.8,111,600
18941,7770,603,6208,125,true,false,3.7,94,700
18942,54555,628,5420,231,true,false,2.6,155,600
18943,44953,628,11270,231,false,false,3.3,4,600
18944,6267,628,4853,164,true,false,3.7,52,350
18945,19282,628,2815,164,true,false,\\N,0,150
18946,33648,628,5564,241,true,false,3.2,34,1000
18947,52196,628,4511,164,false,false,3.3,17,500
18948,35150,628,5575,164,false,false,\\N,0,500
18949,16039,628,4221,164,true,false,\\N,0,300
18950,50421,628,6865,164,true,false,3.6,10,300
18951,57908,628,7022,164,true,false,3.2,135,400
18952,33649,603,5564,337,true,false,\\N,0,500
18953,41635,628,3809,285,true,true,4.0,942,1300
18954,40113,551,11124,298,false,true,4.2,707,1400
18955,173,603,5913,140,true,true,4.4,3061,1500
18956,38488,551,2145,239,true,true,4.4,2182,1400
18957,42590,551,6380,161,true,false,3.6,31,500
18958,19278,603,5913,161,true,true,4.4,3061,1500
18959,16675,733,2146,232,true,true,4.0,929,800
18960,19280,436,6716,206,false,false,4.6,979,3000
18961,174,553,496,232,true,false,4.0,3209,750
18962,46406,364,3568,206,false,false,3.9,53,2000
18963,36062,566,5071,232,false,false,3.9,183,2200
18964,36063,554,11269,232,false,false,3.9,89,1400
18965,12473,534,3622,232,false,false,3.8,23,800
21526,57169,656,2306,232,true,true,4.2,474,1700
21527,40114,733,6406,126,false,false,4.0,24,450
21528,21493,733,2149,126,false,false,\\N,0,400
21529,43992,553,6952,126,false,true,4.0,1701,1000
21530,51235,604,2183,126,false,false,4.3,67,400
21531,49753,566,2184,13,true,false,3.9,461,800
21532,6268,436,7030,17,true,false,4.2,115,500
21533,34497,364,6216,126,false,false,4.0,30,800
21534,5508,566,4890,126,false,true,3.8,25,2200
21535,6269,419,6218,126,true,false,3.7,50,550
21536,10921,436,6216,126,false,false,3.1,10,400
21537,16698,364,2150,126,false,false,\\N,0,800
21538,39232,656,6216,126,false,false,\\N,0,1000
21539,55521,365,2151,269,true,false,4.0,473,300
21540,44954,733,6212,269,true,false,3.5,55,150
21541,37561,509,3752,269,true,false,3.5,350,350
21542,49754,604,5043,355,true,false,4.4,633,400
21543,40866,111,3791,269,true,false,3.8,61,400
21544,46407,585,4854,269,true,false,2.7,67,400
21545,56271,418,4597,205,true,true,4.4,2860,750
21546,40867,365,6219,269,true,false,3.8,22,200
21547,23156,365,5089,205,true,true,4.3,375,1200
21548,44955,364,4234,355,true,false,4.0,47,300
21549,56272,553,6249,269,true,false,3.1,163,350
21550,54575,365,4212,165,true,false,3.4,21,500
21551,50422,364,1255,269,true,false,4.0,787,400
21552,19901,365,7051,269,true,true,3.9,54,350
21553,49755,418,2798,269,true,false,3.0,10,500
21554,46408,733,3610,307,true,false,3.9,100,400
21555,51236,418,3983,355,true,false,3.9,148,500
21556,50423,364,3504,355,true,false,\\N,0,800
21557,24191,290,5618,128,true,false,4.0,78,350
21558,54576,733,3535,205,true,false,4.2,127,700
21559,53028,733,6209,269,true,false,\\N,0,200
21560,52199,555,4184,178,true,false,\\N,0,300
21561,54577,365,2332,269,true,false,3.7,129,40
21562,19902,604,2466,269,true,false,3.9,454,400
21563,47376,733,6953,341,true,true,3.9,96,1300
21564,54578,418,4526,205,true,false,3.9,442,600
21565,41636,365,115,168,true,false,4.3,1283,1000
21566,53029,535,3611,307,true,false,3.2,9,300
21567,10922,733,6248,355,true,false,3.4,36,150
21568,57170,733,4855,205,true,false,3.6,40,500
21569,3778,733,2807,167,false,true,4.3,2651,1300
21570,57176,418,4183,355,true,false,3.1,21,250
21571,48104,364,5564,165,true,false,3.2,5,350
21572,10923,365,4261,165,true,false,2.8,34,600
21573,16042,733,3984,205,true,false,4.1,1117,1500
21574,3768,566,2141,127,true,false,3.4,6,400
21575,54579,604,4891,269,true,false,3.8,106,200
21576,10125,365,6035,166,true,false,4.2,391,500
21577,42591,467,6927,19,true,false,\\N,0,400
21578,17635,553,3888,269,true,false,4.0,134,450
21579,34498,733,2888,269,true,false,3.5,121,300
21580,52202,566,2311,205,true,false,3.9,117,600
21581,21494,436,5590,269,true,false,4.4,222,700
21582,10126,365,4373,269,true,false,3.8,66,200
21583,55522,365,6220,205,true,false,2.8,94,600
21584,17636,534,5760,168,true,false,3.6,95,650
21585,52200,733,3985,205,false,true,4.1,373,650
21586,36065,604,2148,269,true,false,\\N,0,150
21587,21495,365,3753,205,true,false,4.1,198,650
21588,16043,733,6221,269,false,false,3.8,24,200
21589,175,733,2185,269,true,false,\\N,0,250
21590,16044,436,3558,205,true,true,2.2,406,1000
21591,7771,566,2141,127,true,false,3.1,6,400
21592,2945,365,6486,205,true,false,4.0,153,700
21593,16699,365,2968,205,true,true,4.1,247,800
21594,53914,733,2152,166,false,false,2.8,44,700
21595,54583,566,4856,165,true,false,\\N,0,200
21596,22450,733,4848,269,false,false,\\N,0,300
21597,36066,733,6916,269,false,false,3.5,45,300
21598,44956,733,6987,159,false,false,\\N,0,100
21599,24192,734,3481,269,true,false,4.1,290,600
21600,40115,709,7036,205,true,false,3.7,50,750
31301,57909,364,4893,205,true,true,4.1,354,1200
31302,36067,605,5564,269,true,false,3.6,21,350
31303,56277,365,11419,205,true,true,3.8,297,1200
31304,23157,436,6222,178,true,false,3.4,7,1600
31305,38489,365,3504,355,false,false,3.4,5,150
31306,4551,566,6970,205,true,false,4.2,858,1800
31307,1949,364,2873,205,false,false,4.0,101,550
31308,23158,534,4857,205,false,false,3.1,16,1100
31309,53030,419,4465,165,false,false,\\N,0,900
31310,23159,364,4858,269,true,false,\\N,0,300
31311,42594,364,6250,205,true,false,3.6,118,500
31312,14417,467,6885,269,true,false,\\N,0,150
31313,53033,419,6254,269,true,false,\\N,0,300
31314,44002,367,2439,344,false,false,4.1,1543,1200
31315,176,605,5564,269,true,false,\\N,0,400
31316,5509,604,5874,355,false,false,4.4,1896,400
31317,3769,553,11247,205,false,false,4.3,524,800
31318,7104,364,4228,269,false,false,3.8,32,350
31319,57171,553,4470,269,false,false,3.8,95,500
31320,4552,367,6248,127,false,false,3.7,23,250
31321,19911,436,6865,205,false,false,3.0,31,1000
31322,6270,364,4858,269,false,false,\\N,0,300
31323,46409,436,4217,269,false,false,\\N,0,150
31324,33650,467,6864,269,false,false,\\N,0,250
31325,12501,419,6214,269,false,false,\\N,0,300
31326,9418,418,2955,269,false,false,3.5,31,350
31327,43993,604,3504,355,false,false,\\N,0,250
31328,51237,566,3504,321,false,false,3.0,31,150
31329,34501,604,3555,269,false,false,3.8,41,100
31330,47379,419,5564,178,false,false,\\N,0,200
31331,48105,367,6248,127,false,false,3.3,5,350
31332,12502,436,2820,205,false,false,\\N,0,800
31333,52203,535,6212,269,true,false,3.2,13,200
31334,38493,418,4848,269,true,false,\\N,0,300
31335,12503,418,4182,355,true,false,3.5,8,200
31336,56282,419,6247,178,true,false,\\N,0,250
31337,53915,555,4178,269,true,false,\\N,0,500
31338,56273,733,6485,156,true,false,4.9,1746,400
31339,43196,733,2956,156,true,false,4.2,131,180
31340,53923,733,4183,156,false,false,3.9,66,200
31341,36856,733,4182,156,false,false,\\N,0,150
31342,8665,604,5874,156,false,false,4.4,1896,400
31343,58717,566,6223,339,true,false,4.3,570,700
31344,57910,364,11234,170,true,true,4.1,294,1000
31345,38490,436,4894,156,false,false,4.0,79,800
31346,44961,364,4859,313,false,false,3.7,14,300
31347,41637,436,3504,156,true,false,3.9,53,600
31348,40868,467,5055,185,false,false,3.6,37,250
31349,10929,566,5617,313,true,false,2.9,46,400
31350,41638,419,6248,230,false,false,3.5,21,200
31351,44957,436,3504,156,false,false,3.7,17,200
31352,18484,419,4182,156,true,false,\\N,0,300
31353,50431,290,6248,313,false,false,3.2,7,300
31354,16045,436,3611,157,false,false,3.2,6,300
31355,53916,436,6395,181,true,false,4.1,125,900
31356,177,656,6909,156,true,false,4.2,33,300
31357,11939,733,3618,231,true,true,4.3,61,700
31358,18485,733,744,231,true,false,4.4,2090,750
31359,23160,733,5072,211,false,true,4.1,548,1100
31360,24193,733,5714,179,false,false,2.0,395,1500
31361,49756,733,2854,164,true,false,2.9,50,350
31362,41639,733,2153,231,false,false,3.9,122,500
31363,5510,733,5564,231,false,false,\\N,0,700
31364,21496,733,2149,125,true,false,3.0,17,900
31365,36072,733,5592,231,true,false,3.2,23,700
31366,50432,733,3358,164,false,false,4.0,336,300
31367,24194,733,6902,164,true,false,3.3,11,200
31368,7772,733,2969,164,false,false,\\N,0,200
31369,16700,733,6916,164,false,false,3.5,45,300
31370,16701,733,5568,164,false,false,3.1,5,200
31371,18486,364,2832,231,false,true,4.5,2194,1800
31372,36867,604,3609,231,false,false,4.3,1773,800
31373,22451,554,3539,158,false,true,4.5,5262,2500
31374,25655,367,5056,28,true,true,4.4,3651,1300
31375,20844,534,2307,231,false,true,4.1,2044,1600
31376,42592,604,4578,183,false,true,4.3,446,2000
31377,57172,554,2808,14,true,true,4.4,484,1900
31378,36857,436,1305,231,true,false,3.9,74,800
31379,12511,604,1747,231,true,true,4.1,875,1400
31380,48921,436,1497,231,false,true,4.5,340,1500
31381,36068,367,2154,158,false,true,4.2,347,1000
31382,39233,367,4417,231,false,true,4.2,2074,1500
31383,36868,566,3619,158,true,true,4.2,980,1000
31384,12504,566,6371,231,false,true,4.5,550,1800
31385,45610,566,6970,231,true,false,4.2,858,1800
31386,4553,553,6224,267,false,false,4.3,788,900
31387,36069,364,6251,125,true,false,4.1,114,700
31388,18487,364,5554,288,false,false,3.9,23,2000
31389,39243,367,5966,231,true,true,4.3,1048,1600
31390,40869,367,2439,202,false,false,4.1,1543,1200
31391,36070,566,11271,231,true,false,4.0,175,750
31392,14418,554,5051,231,true,false,3.9,205,500
31393,37562,534,5760,267,true,false,3.6,95,650
31394,34502,436,7030,245,true,false,4.2,115,500
31395,57911,566,2957,231,false,false,4.0,58,2000
31396,17638,566,2155,231,true,false,3.9,87,500
31397,7105,436,4860,162,false,true,4.2,271,3000
31398,7106,364,2873,231,false,false,4.0,101,550
31399,39234,604,5554,179,false,false,3.6,43,1700
31400,51238,436,5179,162,false,false,4.1,117,3000
31401,37569,419,4365,231,true,false,2.6,307,700
31402,58724,419,6216,125,false,false,3.7,35,300
31403,11942,604,4418,231,false,true,3.9,100,1900
31404,9419,436,6954,158,false,true,4.2,258,1500
31405,58718,534,3622,231,false,false,3.8,23,800
31406,39235,419,2815,231,false,false,\\N,0,400
31407,52201,367,5619,288,false,false,\\N,0,1000
31408,977,364,6865,231,false,false,3.3,13,600
31409,42595,534,2958,158,false,false,3.9,119,800
31410,40870,604,5008,231,false,false,2.2,48,600
31411,55523,436,6216,125,false,false,3.2,10,400
31412,20848,364,6865,164,false,false,\\N,0,300
31413,34503,436,2868,125,true,false,3.8,260,700
31414,53917,436,3558,231,true,true,2.2,406,1000
31415,15097,290,6032,164,false,false,3.6,221,300
31416,35180,553,4588,164,true,true,4.1,94,300
31417,7773,566,5620,164,true,false,4.1,204,250
31418,12505,364,5598,315,false,false,3.6,52,300
31419,34504,604,4891,164,true,false,3.8,106,200
31420,48106,290,4391,164,false,false,3.0,33,400
31421,50424,467,6864,164,false,false,3.6,26,300
31422,24195,436,3504,287,true,false,3.9,53,600
31423,37563,419,2147,164,true,false,3.5,58,300
31424,19912,566,6225,164,true,false,3.4,26,200
31425,20845,566,4224,164,true,false,3.2,46,300
31426,58725,467,6865,164,false,false,3.2,7,200
31427,5514,467,2815,164,false,false,\\N,0,100
31428,36858,467,2207,164,false,false,\\N,0,300
31429,37570,419,6254,164,true,false,\\N,0,300
31430,39236,467,3552,164,false,false,\\N,0,200
31431,47377,364,2188,164,false,false,\\N,0,200
31432,24199,419,5568,164,false,false,\\N,0,300
31433,35181,566,5614,164,true,false,\\N,0,300
31434,4554,364,4178,164,false,false,2.9,10,250
31435,13606,419,2820,164,false,false,3.2,9,350
31436,38491,467,2815,164,false,false,3.7,10,200
31437,15098,604,3555,164,false,false,3.8,41,100
31438,7107,364,2147,164,false,false,\\N,0,100
31439,3770,364,6864,164,false,false,\\N,0,200
31440,37564,604,5930,287,true,false,3.8,113,500
31441,48115,656,4259,231,true,true,4.1,612,1100
31442,7774,656,2186,279,true,true,4.3,858,1000
31443,178,656,7019,231,true,false,4.1,402,750
31444,57173,656,6712,164,false,false,4.0,107,400
31445,19284,656,2820,164,false,false,3.5,12,250
31446,18488,656,5629,231,false,false,3.2,4,600
31447,36859,396,3477,164,false,false,\\N,0,400
31448,48107,535,5931,164,false,false,3.6,26,200
31449,10924,366,2857,125,false,false,3.5,10,800
31450,56274,733,3241,285,false,true,4.2,240,1500
31451,48920,436,4598,316,false,true,4.4,4575,1700
31452,42593,554,3559,140,true,true,4.6,1211,1700
31453,25649,604,4578,15,false,true,4.3,446,2000
31454,16702,553,4892,306,false,false,4.3,2240,1100
31455,16707,604,4865,285,false,true,4.1,93,1000
31456,51239,367,2439,285,false,false,4.1,1543,1200
31457,10127,604,2926,285,false,false,3.7,293,1000
31458,57912,566,5622,316,false,true,4.0,98,2400
31459,55524,467,4178,5,false,false,3.4,6,700
31460,22453,656,2824,5,false,false,3.6,14,1500
31461,20849,739,4861,104,true,false,4.0,152,350
31462,45611,739,3504,368,true,false,3.9,16,300
31463,15085,436,3542,247,false,true,4.2,1418,1500
31464,12506,554,3986,239,false,true,4.3,284,1200
31465,24196,566,2959,247,false,false,\\N,0,1500
31466,978,604,4453,16,false,false,3.9,378,1000
31467,17637,367,5019,161,false,true,4.4,183,1800
31468,57916,367,2809,161,false,false,3.1,120,1200
31469,23171,436,6954,161,false,true,4.2,258,1500
31470,19913,534,11119,161,false,false,\\N,0,1500
31471,15086,366,11119,16,false,true,3.7,43,2800
31472,17639,292,2912,235,true,true,4.0,2807,1100
31473,7775,292,11272,232,false,false,3.8,32,1600
31474,49757,292,3987,232,false,false,3.6,62,1500
31475,48922,606,2156,232,true,false,3.6,34,800
31476,25656,537,6033,17,false,true,4.2,65,400
31477,55526,537,6226,126,true,false,3.4,6,200
31478,36071,468,3170,126,true,false,3.4,54,1000
31479,24197,292,5880,173,false,false,3.9,57,400
31480,22454,292,6216,126,false,false,2.9,24,150
31481,14419,606,3538,178,true,false,3.7,118,300
31482,179,293,11188,178,true,false,3.4,215,400
31483,16047,606,2442,165,true,false,2.8,295,500
31484,57177,293,5552,178,true,false,3.5,13,400
31485,11940,606,4853,205,true,false,3.7,36,700
31486,5511,606,6864,165,true,false,\\N,0,500
31487,6272,606,6874,18,true,false,\\N,0,300
31488,19907,606,6036,165,true,false,3.6,162,400
31489,10136,606,11276,269,true,false,3.7,241,400
31490,55525,606,4866,178,true,false,2.9,15,600
31491,37565,606,2970,205,true,true,3.5,151,800
31492,11943,292,\\N,165,true,false,3.6,9,400
31493,7110,292,5564,165,true,false,\\N,0,400
31494,18489,606,3557,269,true,false,2.6,158,300
31495,48108,606,5173,205,true,false,3.1,152,600
31496,5515,606,11273,205,true,false,3.1,216,650
31497,2955,606,5600,178,true,false,3.1,6,500
31498,51250,292,2960,205,true,false,2.4,125,500
31499,22455,606,2961,165,true,false,4.1,48,600
31500,55527,537,2783,233,true,false,3.7,45,300
31501,23172,292,2354,269,true,false,3.9,191,300
31502,47378,606,5575,269,true,false,3.3,44,300
31503,40873,537,1379,269,false,false,3.7,27,150
31504,43994,537,3156,269,false,false,3.6,97,450
31505,53924,537,4862,127,false,false,3.2,19,300
31506,5516,606,4599,269,true,false,3.8,26,150
31507,45619,537,6217,130,false,false,3.0,18,600
31508,43204,537,2815,269,false,false,\\N,0,200
31509,49760,537,5564,178,false,false,\\N,0,500
31510,20846,537,6214,269,false,false,\\N,0,400
31511,46416,606,6657,303,true,true,4.7,5746,1400
31512,1954,468,5353,178,true,false,3.8,36,300
31513,41648,606,332,205,true,false,3.7,80,600
31514,49758,292,565,205,true,true,4.6,586,1000
31515,1950,292,6015,205,true,false,4.0,108,700
31516,13607,292,4600,246,true,true,4.5,733,900
31517,40874,292,3389,308,true,true,4.0,1623,900
